Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Баранина IgE (ImmunoCAP), f88",1035.00,17.64.A155,9 дн,📋 Прочие анализы,,A09.05.118.380,
"Мясо кролика IgE (ImmunoCAP), f213",1035.00,17.64.A156,9 дн,📋 Прочие анализы,,A09.05.118.382,
"Галактоза-альфа-1,3-галактоза (α-Gal), аллергокомпонент IgE (ImmunoCAP), O215",2525.00,17.64.D138,9 дн,📋 Прочие анализы,,A09.05.118.525,
"Козье молоко IgE (ImmunoCAP), f300",1035.00,17.65.A130,9 дн,📋 Прочие анализы,,A09.05.118.387,
"Молоко IgE (ImmunoCAP), f2",1035.00,17.65.A131,9 дн,📋 Прочие анализы,,A09.05.118.386,
"Молоко кипяченое IgE (ImmunoCAP), f231",1035.00,17.65.A149,9 дн,📋 Прочие анализы,,A09.05.118.390,
"Сыр с плесенью IgE (ImmunoCAP), f82",1035.00,17.65.A150,9 дн,📋 Прочие анализы,,A09.05.118.388,
"Сыр Чеддер IgE (ImmunoCAP), f81",1035.00,17.65.A151,9 дн,📋 Прочие анализы,,A09.05.118.389,
"Креветка IgE (ImmunoCAP), f24",1035.00,17.66.A1,9 дн,📋 Прочие анализы,,A09.05.118.395,
"Лосось IgE (ImmunoCAP), f41",1035.00,17.66.A147,9 дн,📋 Прочие анализы,,A09.05.118.393,
"Треска IgE (ImmunoCAP), f3",1035.00,17.66.A156,9 дн,📋 Прочие анализы,,A09.05.118.391,
"Форель IgE (ImmunoCAP), f204",1035.00,17.66.A158,9 дн,📋 Прочие анализы,,A09.05.118.398,
"Кальмар IgE (ImmunoCAP), f258",1035.00,17.66.A159,9 дн,📋 Прочие анализы,,A09.05.118.396,
"Краб IgE (ImmunoCAP), f23",1035.00,17.66.A160,9 дн,📋 Прочие анализы,,A09.05.118.394,
"Синяя мидия IgE (ImmunoCAP), f37",1035.00,17.66.A161,9 дн,📋 Прочие анализы,,A09.05.118.397,
"Тунец IgE (ImmunoCAP), f40",1035.00,17.66.A162,9 дн,📋 Прочие анализы,,A09.05.118.392,
"Моллюск IgE (ImmunoCAP), f207",1035.00,17.66.A164,9 дн,📋 Прочие анализы,,A09.05.118.399,
"Семена подсолнечника IgE (ImmunoCAP), k84",1035.00,17.67.A1,9 дн,📋 Прочие анализы,,A09.05.118.411,
"Дрожжи пекарские IgE (ImmunoCAP), f45",1035.00,17.67.A139,9 дн,📋 Прочие анализы,,A09.05.118.407,
"Какао IgE (ImmunoCAP), f93",1035.00,17.67.A141,9 дн,📋 Прочие анализы,,A09.05.118.402,
"Кофе, зерна IgE (ImmunoCAP), f221",1035.00,17.67.A144,9 дн,📋 Прочие анализы,,A09.05.118.403,
"Ваниль IgE (ImmunoCAP), f234",1035.00,17.67.A149,9 дн,📋 Прочие анализы,,A09.05.118.405,
"Грибы (шампиньоны) IgE (ImmunoCAP), f212",1035.00,17.67.A150,9 дн,📋 Прочие анализы,,A09.05.118.400,
"Кунжут IgE (ImmunoCAP), f10",1035.00,17.67.A151,9 дн,📋 Прочие анализы,,A09.05.118.409,
"Семена мака IgE (ImmunoCAP), f224",1035.00,17.67.A152,9 дн,📋 Прочие анализы,,A09.05.118.406,
"Чай IgE (ImmunoCAP), f222",1035.00,17.67.A153,9 дн,📋 Прочие анализы,,A09.05.118.404,
"Чеснок IgE (ImmunoCAP), f47",1035.00,17.67.A154,9 дн,📋 Прочие анализы,,A09.05.118.410,
"Желатин коровий (пищевая добавка Е441) IgE (ImmunoCAP), c74",1035.00,17.67.A155,9 дн,📋 Прочие анализы,,A09.05.118.408,
"Укроп IgE (ImmunoCAP), f277",1035.00,17.67.A156,9 дн,📋 Прочие анализы,,A09.05.118.554,
"Амброзия ложная (Franseria acanthicarpa) IgE (ImmunoCAP), w4.",1035.00,17.67.A157,9 дн,📋 Прочие анализы,,A09.05.118.557,
"Амброзия голометельчатая (Ambrosia psilostachya) IgE (ImmunoCAP), w2.",1035.00,17.67.A158,9 дн,📋 Прочие анализы,,A09.05.118.558,
Кональбумин яйца nGal d3,2525.00,17.68.A1,9 дн,📋 Прочие анализы,,A09.05.118.498,
"Яичный белок IgE (ImmunoCAP), f1",1035.00,17.68.A134,9 дн,📋 Прочие анализы,,A09.05.118.412,
"Яичный желток IgE (ImmunoCAP), f75",1035.00,17.68.A161,9 дн,📋 Прочие анализы,,A09.05.118.413,
"Яйцо IgE (ImmunoCAP), f245",1035.00,17.68.A162,9 дн,📋 Прочие анализы,,A09.05.118.414,
"Подсолнечник IgE (ImmunoCAP), w204",1035.00,17.69.A1,9 дн,📋 Прочие анализы,,A09.05.118.460,
"Глютен (клейковина) IgE (ImmunoCAP), f79",1035.00,17.69.A129,9 дн,📋 Прочие анализы,,A09.05.118.422,
"Пшеница IgE (ImmunoCAP), f4",1035.00,17.69.A135,9 дн,📋 Прочие анализы,,A09.05.118.415,
"Гречиха, гречичная мука IgE (ImmunoCAP), f11",1035.00,17.69.A138,9 дн,📋 Прочие анализы,,A09.05.118.417,
"Овес, овсяная мука IgE (ImmunoCAP), f7",1035.00,17.69.A151,9 дн,📋 Прочие анализы,,A09.05.118.416,
"Рис IgE (ImmunoCAP), f9",1035.00,17.69.A152,9 дн,📋 Прочие анализы,,A09.05.118.418,
"Рожь IgE (ImmunoCAP), ржаная мука, f5",1035.00,17.69.A153,9 дн,📋 Прочие анализы,,A09.05.118.112,
"Кукуруза IgE (ImmunoCAP), f8",1035.00,17.69.A154,9 дн,📋 Прочие анализы,,A09.05.118.419,
"Просо посевное (пшено) IgE (ImmunoCAP), f55",1035.00,17.69.A155,9 дн,🧪 Микробиология,,A09.05.118.421,
"Ячмень IgE (ImmunoCAP), f6",1035.00,17.69.A156,9 дн,📋 Прочие анализы,,A09.05.118.420,
"Тропомиозин клещей домашней пыли, аллергокомпонент IgE (ImmunoCAP), d205 rDer p10",2525.00,17.70.A1,9 дн,📋 Прочие анализы,,A09.05.118.559,
"Клещ домашней пыли D. pteronyssinus IgE (ImmunoCAP), d1",1035.00,17.70.A2,9 дн,📋 Прочие анализы,,A09.05.118.461,
"Клещ домашней пыли D.farinae IgE (ImmunoCAP), d2",1035.00,17.70.A5,9 дн,📋 Прочие анализы,,A09.05.118.462,
"Alternaria alternata, аллергокомпонент IgE (ImmunoCAP), m229 rAlt a1",2525.00,17.71.A1,9 дн,📋 Прочие анализы,,A09.05.118.513,
"Плесневый гриб (Alternaria alternata) IgE (ImmunoCAP), m6",1035.00,17.71.A2,9 дн,📋 Прочие анализы,,A09.05.118.478,
"Плесневый гриб (Aspergillus fumigatus) IgE (ImmunoCAP), m3",1035.00,17.71.A3,9 дн,📋 Прочие анализы,,A09.05.118.481,
"Плесневый гриб (Candida albicans) IgE (ImmunoCAP), m5",1035.00,17.71.A4,9 дн,📋 Прочие анализы,,A09.05.118.479,
"Стафилококковый энтеротоксин B IgE (ImmunoCAP), m81",1035.00,17.71.A5,9 дн,📋 Прочие анализы,,A09.05.118.424,
"Стафилококковый энтеротоксин А IgE (ImmunoCAP), m80",1035.00,17.71.A6,9 дн,📋 Прочие анализы,,A09.05.118.425,
"Латекс, аллергокомпонент IgE (ImmunoCAP), k220 rHev b6.02",2525.00,17.72.A10,9 дн,📋 Прочие анализы,,A09.05.118.562,
"Формальдегид (формалин) IgE (ImmunoCAP), k80",1035.00,17.73.A1,9 дн,📋 Прочие анализы,,A09.05.118.466,
"Латекс IgE (ImmunoCAP), k82",1035.00,17.73.A2,9 дн,📋 Прочие анализы,,A09.05.118.465,
"Пенициллин G IgE (ImmunoCAP), с1",1035.00,17.74.A13,9 дн,📋 Прочие анализы,,A09.05.118.467,
"Пенициллин V IgE (ImmunoCAP), c2",1035.00,17.74.A14,9 дн,📋 Прочие анализы,,A09.05.118.468,
"Хлоргексидин IgE (ImmunoCAP), c8",1035.00,17.74.A18,9 дн,📋 Прочие анализы,,A09.05.118.469,
"Береза, аллергокомпонент Bet v1, IgE",1580.00,17.75.A1,9 дн,📋 Прочие анализы,,A09.05.118.222,
"Полынь, аллергокомпонент Art v1, IgE",1580.00,17.75.A10,7 дн,📋 Прочие анализы,,A09.05.118.224,
"Тимофеевка луговая, аллергокомпонент Phl p1, Phl p5, IgE",1580.00,17.75.A11,7 дн,📋 Прочие анализы,,A09.05.118.225,
"Тимофеевка луговая, аллергокомпонент Phl p7, Phl p12, IgE",1580.00,17.75.A12,,📋 Прочие анализы,,A09.05.118.226,
"Береза, аллергокомпонент Bet v4, IgE",1580.00,17.75.A2,9 дн,📋 Прочие анализы,,A09.05.118.223,
"Кошка, аллергокомпонент Fer d1, IgE",1580.00,17.75.A20,7 дн,📋 Прочие анализы,,B03.002.004.122,
"Анизакида IgE (ImmunoCAP), p4",1035.00,17.76.A1,9 дн,📋 Прочие анализы,,A09.05.118.474,
"Аскарида IgE (ImmunoCAP), p1",1035.00,17.76.A2,9 дн,🦠 Серология,,A09.05.118.475,
"Амброзия, аллергокомпонент IgG4 (ImmunoCAP), w230 nAmb a1",3030.00,17.78.A1,9 дн,📋 Прочие анализы,,A09.05.118.526,
"Полынь, аллергокомпонент IgG4 (ImmunoCAP), w231 nArt v1",3030.00,17.78.A2,9 дн,📋 Прочие анализы,,A09.05.118.527,
"Клещ домашней пыли, аллергокомпонент IgG4 (ImmunoCAP), d202 rDer p1 (Заключение врача КЛД по исследовательскому отчету)",3030.00,17.78.A3,9 дн,📋 Прочие анализы,,A09.05.118.528,
"Клещ домашней пыли, аллергокомпонент IgG4 (ImmunoCAP), d203 rDer p2 (Заключение врача КЛД по исследовательскому отчету)",3030.00,17.78.A4,9 дн,📋 Прочие анализы,,A09.05.118.529,
"Тимофеевка луговая, аллергокомпонент IgG4 (ImmunoCAP), g205 rPhl p1",3030.00,17.78.A5,9 дн,📋 Прочие анализы,,A09.05.118.530,
"Тимофеевка луговая, аллергокомпонент IgG4 (ImmunoCAP), g215 rPhl p5b",3030.00,17.78.A6,9 дн,📋 Прочие анализы,,A09.05.118.531,
"Береза, аллергокомпонент IgG4 (ImmunoCAP), t215 rBet v1 PR-10",3030.00,17.78.A7,9 дн,📋 Прочие анализы,,A09.05.118.532,
"Домашняя пыль тип (Greer) IgE, h1",780.00,17.7.A1,1 дн,📋 Прочие анализы,,A09.05.118.182,
"Пыль пшеничной муки IgE, K301",780.00,17.7.A6,1 дн,📋 Прочие анализы,,A09.05.118.184,
"Домашняя пыль (Holister) IgE, h2",780.00,17.7.A7,7 дн,📋 Прочие анализы,,A09.05.118.183,
"Яд осы обыкновенной, аллергокомпонент IgE (ImmunoCAP), i209 rVes v5",2525.00,17.86.A1,9 дн,📋 Прочие анализы,,A09.05.118.561,
"Фосфолипаза А2 пчелы медоносной, аллергокомпонент IgE (ImmunoCAP), i208 rApi m1",2525.00,17.86.A2,9 дн,📋 Прочие анализы,,A09.05.118.560,
"Клещ-дерматофаг мучной (D. farinae) IgE, D2",780.00,17.8.A1,1 дн,📋 Прочие анализы,,A09.05.118.185,
"Клещ-дерматофаг перинный (D.pteronyssinus) IgE, D1",780.00,17.8.A2,1 дн,📋 Прочие анализы,,A09.05.118.186,
"Грибы рода кандида (Candida albicans) IgE, M5",780.00,17.9.A1,1 дн,🦠 Серология,,A09.05.118.187,
"Плесневый гриб (Chaetomium globosum) IgE, M208",780.00,17.9.A2,1 дн,📋 Прочие анализы,,A09.05.118.188,
"Плесневый гриб (Aspergillus fumigatus) IgE, M3",780.00,17.9.A3,1 дн,📋 Прочие анализы,,A09.05.118.189,
"Плесневый гриб (Alternaria tenuis) IgE, M6",780.00,17.9.A4,1 дн,📋 Прочие анализы,,A09.05.118.190,
"Плесневый гриб (Cladosporium herbarum) IgE, m2",830.00,17.9.A5,7 дн,📋 Прочие анализы,,A09.05.118.191,
"Плесневый гриб (Penicillum notatum) IgE, m1",1115.00,17.9.A6,7 дн,📋 Прочие анализы,,A09.05.118.192,
"Алкоголь в моче, ГХ-ПИД",2145.00,18.1.A8.401,6 дн,📋 Прочие анализы,,A09.28.059.004,
"Углевод-дефицитный трансферрин (CDT), кровь",3750.00,18.1.A9.201,10 дн,📋 Прочие анализы,,A09.05.229.001,
"Определение алкоголя в крови, ГХ",2185.00,18.1.D1.202,6 дн,📋 Прочие анализы,,A09.05.036.008,
"Скрининг в моче групп наркотических (каннабиоидов, кокаина, МДМА (экстази), метадона, метамфетаминов, опиатов) и психоактивных веществ (амфетаминов, барбитуратов, бензодиазепинов, трициклических антидепрессантов), ИХГА",4060.00,18.1.D1.401,4 дн,🎯 Комплексные программы,,A09.05.211.002,
"Высокоспецифичное выявление в волосах наркотических и психоактивных веществ с их точной идентификацией, ГХ-МС",12765.00,18.1.D2.106,8 дн,📋 Прочие анализы,,A09.01.007.002,
"Высокоспецифичное выявление в моче наркотических веществ, ПАВ, никотина, котинина и алкоголя, с их точной идентификацией, ГХ-МС",4365.00,18.1.D3.401,8 дн,📋 Прочие анализы,,A09.28.055.001.001,
"Бисфенол А, триклозан, 4-нонилфенол (токсины из пластмасс, гигиенических средств, моющих средств, элементов упаковки продуктов питания) в разовой порции мочи, ГХ-МС ",2945.00,18.1.D9,9 дн,📋 Прочие анализы,,B03.045.024.001.001,
"Леветирацетам, ВЭЖХ-МС",3800.00,18.2.A13.201,5 дн,📋 Прочие анализы,,A09.05.035.008,
"Ванкомицин, ВЭЖХ-МС",2830.00,18.2.A15.201,6 дн,📋 Прочие анализы,,A09.05.035.033,
Такролимус,2830.00,18.2.A19.202,4 дн,📋 Прочие анализы,,A09.05.035.010,
Эверолимус,2830.00,18.2.A21,6 дн,📋 Прочие анализы,,A09.05.035.031,
"Топирамат (топамакс, топалепсин, тореал), ГХ-МС",3800.00,18.2.A22,6 дн,📋 Прочие анализы,,A09.05.035.009,
"Фенобарбитал,ГХ-МС",3800.00,18.2.A2.201,8 дн,📋 Прочие анализы,,A09.05.035.005,
"Сиролимус, ВЭЖХ-МС",2830.00,18.2.A23,6 дн,📋 Прочие анализы,,A09.05.035.032,
"Финлепсин (карбамазепин, тегретол) ВЭЖХ-МС",3800.00,18.2.A3.201,5 дн,📋 Прочие анализы,,A09.05.035.006,
"Ламотриджины (ламиктал),  ВЭЖХ-МС",3800.00,18.2.A4.201,5 дн,📋 Прочие анализы,,A09.05.035.007,
"Вальпроевая кислота (и ее производные),ВЭЖХ-МС",1950.00,18.2.A6.201,1 дн,📋 Прочие анализы,,A09.05.035.002,
BCR-ABL p210 t(9;22) кол. (b2a2/b3a2 суммарно),3788.00,20.0.A1,11 дн,🧬 ПЦР диагностика & Генетика,,A27.05.017.004,
Определение мутации W515 в гене MPL,5705.00,20.0.A2,11 дн,📋 Прочие анализы,,A27.05.021.009,
"BCR-ABLp230 t(9;22), кол.",7894.00,20.0.A3,11 дн,🧬 ПЦР диагностика & Генетика,,A27.30.070.001,
"20.0.D1 BCR-ABLp210 t(9;22), кач. (b2a2/b3a2 суммарно)",3157.00,20.0.D1,11 дн,🧬 ПЦР диагностика & Генетика,,A27.05.017.005,
"Определение мутаций 9 экзона гена CALR (del52, insTTGTC)",5705.00,20.0.D2,11 дн,📋 Прочие анализы,,A27.05.021.010,
"Определение мутаций (V617F в 14 экзоне гена Jak-2 киназа, W515 в гене MPL, 9 экзона гена CALR) при миелопролиферативных заболеваниях (МПЗ)",12070.00,20.0.D3,11 дн,🧬 ПЦР диагностика & Генетика,,A27.05.012.004,
"Определение мутации в 12 экзоне гена Jak-2 киназы, кач.",5380.00,20.0.D4,11 дн,🧬 ПЦР диагностика & Генетика,,A27.05.061.038,
"Антитела к антигенам эритроцитов, суммарные (в т.ч. к Rh-фактору, кроме АТ по системе AB0) с определением титра",1080.00,2.0.A4.202,11 дн,🦠 Серология,,A12.05.008,
