Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Ананас IgG, F210",855.0,17.50.A104,1.0,Серология,,A09.05.118.229,
"Грейпфрут IgG, F209",855.0,17.50.A109,1.0,Серология,,A09.05.118.234,
"Груша IgG, F94",855.0,17.50.A110,1.0,Серология,,A09.05.118.235,
"Дыня IgG, F87",855.0,17.50.A111,1.0,Серология,,A09.05.118.236,
"Инжир IgG, F402",855.0,17.50.A112,1.0,Серология,,A09.05.118.237,
"Ягоды (черника, голубика, брусника) IgG, F288",855.0,17.50.A126,1.0,Серология,,A09.05.118.247,
"Киви IgG, F84",855.0,17.50.A113,1.0,Серология,,A09.05.118.238,
"Кокос IgG, F36",855.0,17.50.A115,1.0,Серология,,A09.05.118.240,
"Лимон IgG, F208",855.0,17.50.A116,1.0,Серология,,A09.05.118.241,
"Манго IgG, F91",855.0,17.50.A118,1.0,Серология,,A09.05.118.242,
"Персик IgG, F95",855.0,17.50.A121,1.0,Серология,,A09.05.118.243,
"Слива IgG, F255",855.0,17.50.A122,1.0,Серология,,A09.05.118.244,
"Хурма IgG, F301",855.0,17.50.A124,1.0,Серология,,A09.05.118.245,
"Яблоко IgG, F49",855.0,17.50.A125,1.0,Серология,,A09.05.118.246,
"Банан IgG, F92",855.0,17.50.A106,1.0,Серология,,A09.05.118.231,
"Виноград IgG, F259",855.0,17.50.A107,1.0,Серология,,A09.05.118.232,
"Вишня IgG, F242",855.0,17.50.A108,1.0,Серология,,A09.05.118.233,
"Огурец IgG, F244",855.0,17.51.A77,1.0,Серология,,A09.05.118.257,
"Картофель IgG, F35",855.0,17.51.A73,1.0,Серология,,A09.05.118.254,
"Лук IgG, F48",855.0,17.51.A84,1.0,Серология,,A09.05.118.255,
"Морковь IgG, F31",855.0,17.51.A74,1.0,Серология,,A09.05.118.256,
"Шпинат IgG, F214",855.0,17.51.A82,1.0,Серология,,A09.05.118.265,
"Баклажан IgG, F262",855.0,17.51.A68,1.0,Серология,,A09.05.118.249,
"Капуста брокколи IgG, F260",855.0,17.51.A69,1.0,Серология,,A09.05.118.250,
"Капуста кочанная IgG, F216",855.0,17.51.A71,1.0,Серология,,A09.05.118.252,
"Капуста цветная IgG, F291",855.0,17.51.A72,1.0,Серология,,A09.05.118.253,
"Перец зеленый IgG, F263",855.0,17.51.A96,1.0,Серология,,A09.05.118.258,
"Перец красный (паприка) IgG, F218",855.0,17.51.A95,1.0,Серология,,A09.05.118.259,
"Тыква IgG, F225",855.0,17.51.A75,1.0,Серология,,A09.05.118.264,
"Петрушка IgG, F86",855.0,17.51.A79,1.0,Серология,,A09.05.118.260,
"Сельдерей IgG, F85",855.0,17.51.A81,1.0,Серология,,A09.05.118.261,
"Спаржа IgG, F261",855.0,17.51.A78,1.0,Серология,,A09.05.118.262,
"Томат IgG, F25",855.0,17.51.A76,1.0,Серология,,A09.05.118.263,
"Капуста брюссельская IgG, F217",855.0,17.51.A70,1.0,Серология,,A09.05.118.251,
"Чечевица IgG, F235",855.0,17.52.A44,1.0,Серология,,A09.05.118.272,
"Бобы соевые IgG, F14",855.0,17.52.A46,1.0,Серология,,A09.05.118.266,
"Фасоль белая IgG, F15",855.0,17.52.A49,1.0,Серология,,A09.05.118.269,
"Горошек зеленый IgG, F12",855.0,17.52.A47,1.0,Серология,,A09.05.118.267,
"Нут (турецкий горох) IgG, F309",855.0,17.52.A48,1.0,Серология,,A09.05.118.268,
"Фасоль зеленая IgG, F315",855.0,17.52.A50,1.0,Серология,,A09.05.118.270,
"Фасоль красная IgG, F287",855.0,17.52.A51,1.0,Серология,,A09.05.118.271,
"Кешью IgG, F202",855.0,17.53.A60,1.0,Серология,,A09.05.118.275,
"Арахис IgG, F13",855.0,17.53.A56,1.0,Серология,,A09.05.118.273,
"Миндаль IgG, F20",855.0,17.53.A59,1.0,Серология,,A09.05.118.276,
"Фисташки IgG, F203",855.0,17.53.A62,1.0,Серология,,A09.05.118.277,
"Фундук IgG, F17",855.0,17.53.A63,1.0,Серология,,A09.05.118.278,
"Грецкий орех IgG, F256",855.0,17.53.A58,1.0,Серология,,A09.05.118.274,
"Говядина IgG, F27",855.0,17.54.A30,1.0,Серология,,A09.05.118.280,
"Индейка IgG, F 284",855.0,17.54.A32,1.0,Серология,,A09.05.118.281,
"Куриное мясо IgG, F83",855.0,17.54.A33,1.0,Серология,,A09.05.118.282,
"Свинина IgG, F26",855.0,17.54.A29,1.0,Серология,,A09.05.118.283,
"Баранина IgG, F88",855.0,17.54.A31,1.0,Серология,,A09.05.118.279,
"Альфа-лактоальбумин IgG, F76",855.0,17.55.A9,1.0,Серология,,A09.05.118.284,
"Бета-лактоглобулин IgG, F77",855.0,17.55.A10,1.0,Серология,,A09.05.118.285,
"Молоко кипяченое IgG, F231",855.0,17.55.A7,1.0,Серология,,A09.05.118.287,
"Сыворотка молочная IgG, F236",855.0,17.55.A8,1.0,Серология,,A09.05.118.289,
"Сыр типа ""Моулд"" IgG, F82",855.0,17.55.A13,1.0,Серология,,A09.05.118.290,
"Сыр типа ""Чеддер"" IgG, F81",740.0,17.55.A12,1.0,Серология,,A09.05.118.291,
"Казеин IgG, F78",895.0,17.55.A11,1.0,Серология,,A09.05.118.286,
"Молоко коровье IgG, F2",855.0,17.55.A6,1.0,Серология,,A09.05.118.288,
"Треска IgG, F3",855.0,17.56.A18,1.0,Серология,,A09.05.118.301,
"Лосось IgG, F41",855.0,17.56.A15,1.0,Серология,,A09.05.118.297,
"Мидия IgG, F37",855.0,17.56.A24,1.0,Серология,,A09.05.118.298,
"Сардина IgG, F61",855.0,17.56.A16,1.0,Серология,,A09.05.118.299,
"Скумбрия IgG, F50",855.0,17.56.A17,1.0,Серология,,A09.05.118.300,
"Камбала IgG, F254",855.0,17.56.A14,1.0,Серология,,A09.05.118.293,
"Краб IgG, F23",855.0,17.56.A21,1.0,Серология,,A09.05.118.294,
"Креветки IgG, F24",855.0,17.56.A22,1.0,Серология,,A09.05.118.295,
"Лобстер (омар) IgG, F80",855.0,17.56.A23,1.0,Серология,,A09.05.118.296,
"Гребешок IgG, F338",855.0,17.56.A25,1.0,Серология,,A09.05.118.292,
"Тунец IgG, F40",855.0,17.56.A19,1.0,Серология,,A09.05.118.302,
"Устрицы IgG, F290",855.0,17.56.A27,1.0,Серология,,A09.05.118.303,
"Форель IgG, F204",855.0,17.56.A20,1.0,Серология,,A09.05.118.304,
"Чеснок IgG, F47",855.0,17.51.A83,1.0,Серология,,A09.05.118.320,
"Шоколад IgG, F105",855.0,17.57.A55,1.0,Серология,,A09.05.118.321,
"Имбирь IgG, F270",855.0,17.57.A89,1.0,Серология,,A09.05.118.310,
"Какао IgG, F93",855.0,17.57.A54,1.0,Серология,,A09.05.118.311,
"Солод IgG, F90",855.0,17.57.A66,1.0,Серология,,A09.05.118.319,
"Перец черный IgG, F280",855.0,17.57.A97,1.0,Серология,,A09.05.118.318,
"Горчица IgG, F89",855.0,17.57.A87,1.0,Серология,,A09.05.118.306,
"Кофе IgG, F221",855.0,17.57.A53,1.0,Серология,,A09.05.118.313,
"Кунжут IgG, F10",855.0,17.57.A45,1.0,Серология,,A09.05.118.314,
"Мята IgG, F405",855.0,17.57.A94,1.0,Серология,,A09.05.118.317,
"Грибы (шампиньоны) IgG, F212",855.0,17.57.A34,1.0,Серология,,A09.05.118.307,
"Дрожжи пекарские IgG, F45",855.0,17.57.A64,1.0,Серология,,A09.05.118.308,
"Дрожжи пивные IgG, F403",855.0,17.57.A65,1.0,Серология,,A09.05.118.309,
"Карри (приправа) IgG, F281",855.0,17.57.A90,1.0,Серология,,A09.05.118.312,
"Лавровый лист IgG, F278",855.0,17.57.A91,1.0,Серология,,A09.05.118.315,
"Масло подсолнечное IgG, K84",855.0,17.57.A127,1.0,Серология,,A09.05.118.316,
"Ваниль IgG, F234",855.0,17.57.A86,1.0,Серология,,A09.05.118.305,
"Яйцо куриное IgG, F245",855.0,17.58.A1,1.0,Серология,,A09.05.118.322,
"Белок яичный IgG, F1",855.0,17.58.A3,1.0,Серология,,A09.05.118.323,
"Овомукоид IgG, F233",855.0,17.58.A5,1.0,Серология,,A09.05.118.326,
"Желток яичный IgG, F75",855.0,17.58.A2,1.0,Серология,,A09.05.118.324,
"Овальбумин IgG, F232",855.0,17.58.A4,1.0,Серология,,A09.05.118.325,
"Просо IgG, F55",855.0,17.59.A42,1.0,Серология,,A09.05.118.334,
"Рис IgG, F9",855.0,17.59.A43,1.0,Серология,,A09.05.118.335,
"Мука ячменная IgG, F6",855.0,17.59.A41,1.0,Серология,,A09.05.118.333,
"Клейковина (глютен) IgG, F79",855.0,17.59.A35,1.0,Серология,,A09.05.118.327,
"Мука гречневая IgG, F11",855.0,17.59.A36,1.0,Серология,,A09.05.118.328,
"Мука кукурузная IgG, F8",855.0,17.59.A37,1.0,Серология,,A09.05.118.329,
"Мука овсяная IgG, F7",855.0,17.59.A38,1.0,Серология,,A09.05.118.330,
"Мука пшеничная IgG, F4",855.0,17.59.A39,1.0,Серология,,A09.05.118.331,
"Мука ржаная IgG, F5",855.0,17.59.A40,1.0,Серология,,A09.05.118.332,
"Апельсин IgE (ImmunoCAP), f33",1180.0,17.60.A136,9.0,Прочие анализы,,A09.05.118.336,
"Клубника IgE (ImmunoCAP), f44",1180.0,17.60.A143,9.0,Прочие анализы,,A09.05.118.350,
"Лимон IgE (ImmunoCAP), f208",1180.0,17.60.A146,9.0,Прочие анализы,,A09.05.118.338,
"Яблоко IgE (ImmunoCAP), f49",1180.0,17.60.A160,9.0,Прочие анализы,,A09.05.118.339,
"Абрикос IgE (ImmunoCAP), f237",1180.0,17.60.A161,9.0,Прочие анализы,,A09.05.118.343,
"Авокадо IgE (ImmunoCAP), f96",1180.0,17.60.A162,9.0,Прочие анализы,,A09.05.118.347,
"Ананас IgE (ImmunoCAP), f210",1180.0,17.60.A163,9.0,Прочие анализы,,A09.05.118.346,
